Participant,Programme_Name_Participant_Is_Part_Of,Programme_ID
"""Imagine: what are you?""",Natural elasticity - W.I.Y.S.S?,317
Lek full - Play Drunk,Natural elasticity - W.I.Y.S.S?,317
ORIORI :: folding woven textile,Natural elasticity - W.I.Y.S.S?,317
Revealing Ribs,Natural elasticity - W.I.Y.S.S?,317
The Sky Is The Mirror,Natural elasticity - W.I.Y.S.S?,317
KNITS 'N PIECES,Natural elasticity - W.I.Y.S.S?,317
Cloth Decoded,Natural elasticity - W.I.Y.S.S?,317
A weave melody,Natural elasticity - W.I.Y.S.S?,317
Hybrid forms of dressing,ORIORI :: folding woven textile,336
CONCHOPHILIA,ORIORI :: folding woven textile,336
The Transformable Textile Interior,ORIORI :: folding woven textile,336
Ornamental Obsession - A translation from traditional to contemporary,ORIORI :: folding woven textile,336
"""Imagine: what are you?""",ORIORI :: folding woven textile,336
Lek full - Play Drunk,ORIORI :: folding woven textile,336
Natural elasticity - W.I.Y.S.S?,ORIORI :: folding woven textile,336
Revealing Ribs,ORIORI :: folding woven textile,336
The Sky Is The Mirror,ORIORI :: folding woven textile,336
KNITS 'N PIECES,ORIORI :: folding woven textile,336
Cloth Decoded,ORIORI :: folding woven textile,336
A weave melody,ORIORI :: folding woven textile,336
Hybrid forms of dressing,ORIORI :: folding woven textile,336
CONCHOPHILIA,ORIORI :: folding woven textile,336
The Transformable Textile Interior,ORIORI :: folding woven textile,336
Ornamental Obsession - A translation from traditional to contemporary,ORIORI :: folding woven textile,336
"""Imagine: what are you?""",ORIORI :: folding woven textile,336
Lek full - Play Drunk,ORIORI :: folding woven textile,336
Natural elasticity - W.I.Y.S.S?,ORIORI :: folding woven textile,336
Revealing Ribs,ORIORI :: folding woven textile,336
The Sky Is The Mirror,ORIORI :: folding woven textile,336
KNITS 'N PIECES,ORIORI :: folding woven textile,336
Cloth Decoded,ORIORI :: folding woven textile,336
A weave melody,ORIORI :: folding woven textile,336
Hybrid forms of dressing,Revealing Ribs,376
CONCHOPHILIA,Revealing Ribs,376
The Transformable Textile Interior,Revealing Ribs,376
Ornamental Obsession - A translation from traditional to contemporary,Revealing Ribs,376
"""Imagine: what are you?""",Revealing Ribs,376
Lek full - Play Drunk,Revealing Ribs,376
Natural elasticity - W.I.Y.S.S?,Revealing Ribs,376
ORIORI :: folding woven textile,Revealing Ribs,376
The Sky Is The Mirror,Revealing Ribs,376
KNITS 'N PIECES,Revealing Ribs,376
Cloth Decoded,Revealing Ribs,376
A weave melody,Revealing Ribs,376
Hybrid forms of dressing,Revealing Ribs,376
CONCHOPHILIA,Revealing Ribs,376
The Transformable Textile Interior,Revealing Ribs,376
Ornamental Obsession - A translation from traditional to contemporary,Revealing Ribs,376
"""Imagine: what are you?""",Revealing Ribs,376
Lek full - Play Drunk,Revealing Ribs,376
Natural elasticity - W.I.Y.S.S?,Revealing Ribs,376
ORIORI :: folding woven textile,Revealing Ribs,376
The Sky Is The Mirror,Revealing Ribs,376
KNITS 'N PIECES,Revealing Ribs,376
Cloth Decoded,Revealing Ribs,376
A weave melody,Revealing Ribs,376
Hybrid forms of dressing,The Sky Is The Mirror,451
CONCHOPHILIA,The Sky Is The Mirror,451
The Transformable Textile Interior,The Sky Is The Mirror,451
Ornamental Obsession - A translation from traditional to contemporary,The Sky Is The Mirror,451
"""Imagine: what are you?""",The Sky Is The Mirror,451
Lek full - Play Drunk,The Sky Is The Mirror,451
Natural elasticity - W.I.Y.S.S?,The Sky Is The Mirror,451
ORIORI :: folding woven textile,The Sky Is The Mirror,451
Revealing Ribs,The Sky Is The Mirror,451
KNITS 'N PIECES,The Sky Is The Mirror,451
Cloth Decoded,The Sky Is The Mirror,451
A weave melody,The Sky Is The Mirror,451
Hybrid forms of dressing,The Sky Is The Mirror,451
CONCHOPHILIA,The Sky Is The Mirror,451
The Transformable Textile Interior,The Sky Is The Mirror,451
Ornamental Obsession - A translation from traditional to contemporary,The Sky Is The Mirror,451
"""Imagine: what are you?""",The Sky Is The Mirror,451
Lek full - Play Drunk,The Sky Is The Mirror,451
Natural elasticity - W.I.Y.S.S?,The Sky Is The Mirror,451
ORIORI :: folding woven textile,The Sky Is The Mirror,451
Revealing Ribs,The Sky Is The Mirror,451
KNITS 'N PIECES,The Sky Is The Mirror,451
Cloth Decoded,The Sky Is The Mirror,451
A weave melody,The Sky Is The Mirror,451
Hybrid forms of dressing,KNITS 'N PIECES,274
CONCHOPHILIA,KNITS 'N PIECES,274
The Transformable Textile Interior,KNITS 'N PIECES,274
Ornamental Obsession - A translation from traditional to contemporary,KNITS 'N PIECES,274
"""Imagine: what are you?""",KNITS 'N PIECES,274
Lek full - Play Drunk,KNITS 'N PIECES,274
Natural elasticity - W.I.Y.S.S?,KNITS 'N PIECES,274
ORIORI :: folding woven textile,KNITS 'N PIECES,274
Revealing Ribs,KNITS 'N PIECES,274
The Sky Is The Mirror,KNITS 'N PIECES,274
Cloth Decoded,KNITS 'N PIECES,274
A weave melody,KNITS 'N PIECES,274
Hybrid forms of dressing,KNITS 'N PIECES,274
CONCHOPHILIA,KNITS 'N PIECES,274
The Transformable Textile Interior,KNITS 'N PIECES,274
Ornamental Obsession - A translation from traditional to contemporary,KNITS 'N PIECES,274
"""Imagine: what are you?""",KNITS 'N PIECES,274
Lek full - Play Drunk,KNITS 'N PIECES,274
Natural elasticity - W.I.Y.S.S?,KNITS 'N PIECES,274
ORIORI :: folding woven textile,KNITS 'N PIECES,274
Revealing Ribs,KNITS 'N PIECES,274
The Sky Is The Mirror,KNITS 'N PIECES,274
Cloth Decoded,KNITS 'N PIECES,274
A weave melody,KNITS 'N PIECES,274
Hybrid forms of dressing,Cloth Decoded,97
CONCHOPHILIA,Cloth Decoded,97
The Transformable Textile Interior,Cloth Decoded,97
Ornamental Obsession - A translation from traditional to contemporary,Cloth Decoded,97
"""Imagine: what are you?""",Cloth Decoded,97
Lek full - Play Drunk,Cloth Decoded,97
Natural elasticity - W.I.Y.S.S?,Cloth Decoded,97
ORIORI :: folding woven textile,Cloth Decoded,97
Revealing Ribs,Cloth Decoded,97
The Sky Is The Mirror,Cloth Decoded,97
KNITS 'N PIECES,Cloth Decoded,97
A weave melody,Cloth Decoded,97
Hybrid forms of dressing,Cloth Decoded,97
CONCHOPHILIA,Cloth Decoded,97
The Transformable Textile Interior,Cloth Decoded,97
Ornamental Obsession - A translation from traditional to contemporary,Cloth Decoded,97
"""Imagine: what are you?""",Cloth Decoded,97
Lek full - Play Drunk,Cloth Decoded,97
Natural elasticity - W.I.Y.S.S?,Cloth Decoded,97
ORIORI :: folding woven textile,Cloth Decoded,97
Revealing Ribs,Cloth Decoded,97
The Sky Is The Mirror,Cloth Decoded,97
KNITS 'N PIECES,Cloth Decoded,97
A weave melody,Cloth Decoded,97
Hybrid forms of dressing,A weave melody,22
CONCHOPHILIA,A weave melody,22
The Transformable Textile Interior,A weave melody,22
Ornamental Obsession - A translation from traditional to contemporary,A weave melody,22
"""Imagine: what are you?""",A weave melody,22
Lek full - Play Drunk,A weave melody,22
Natural elasticity - W.I.Y.S.S?,A weave melody,22
ORIORI :: folding woven textile,A weave melody,22
Revealing Ribs,A weave melody,22
The Sky Is The Mirror,A weave melody,22
KNITS 'N PIECES,A weave melody,22
Cloth Decoded,A weave melody,22
Hybrid forms of dressing,A weave melody,22
CONCHOPHILIA,A weave melody,22
The Transformable Textile Interior,A weave melody,22
Ornamental Obsession - A translation from traditional to contemporary,A weave melody,22
"""Imagine: what are you?""",A weave melody,22
Lek full - Play Drunk,A weave melody,22
Natural elasticity - W.I.Y.S.S?,A weave melody,22
ORIORI :: folding woven textile,A weave melody,22
Revealing Ribs,A weave melody,22
The Sky Is The Mirror,A weave melody,22
KNITS 'N PIECES,A weave melody,22
Cloth Decoded,A weave melody,22
Gas to Green,Keigave Kleine Kunst Kamers,271
The ManyTree,Keigave Kleine Kunst Kamers,271
Active Tours for new Living Concepts,Keigave Kleine Kunst Kamers,271
The table: sketching/making/together.,Keigave Kleine Kunst Kamers,271
Award Natuurinclusief Bouwen & Ontwerpen 2023,Keigave Kleine Kunst Kamers,271
Gas to Green,Keigave Kleine Kunst Kamers,271
The ManyTree,Keigave Kleine Kunst Kamers,271
Active Tours for new Living Concepts,Keigave Kleine Kunst Kamers,271
The table: sketching/making/together.,Keigave Kleine Kunst Kamers,271
Award Natuurinclusief Bouwen & Ontwerpen 2023,Keigave Kleine Kunst Kamers,271
The ManyTree,Nederland in 2148,319
Embassy of Water,Nederland in 2148,319
Award Natuurinclusief Bouwen & Ontwerpen 2023,Nederland in 2148,319
Dommel Vibes,Nederland in 2148,319
What if Lab: Rethinking shared space,Nederland in 2148,319
The ManyTree,Nederland in 2148,319
Embassy of Water,Nederland in 2148,319
Award Natuurinclusief Bouwen & Ontwerpen 2023,Nederland in 2148,319
Dommel Vibes,Nederland in 2148,319
What if Lab: Rethinking shared space,Nederland in 2148,319
The space between us,Het Project,233
Future Repair Machine,Het Project,233
Fluid Frequency,Het Project,233
Reflections to reflections,Het Project,233
To Riso Or Not,Het Project,233
The space between us,Het Project,233
Future Repair Machine,Het Project,233
Fluid Frequency,Het Project,233
Reflections to reflections,Het Project,233
To Riso Or Not,Het Project,233
SHIPPO VASE,Travelers collection,474
BA Jewellery + MA Design & Future Making,Travelers collection,474
Evolving Harmony – intertwining Hope and Design,Travelers collection,474
Mahjouba Motor,Travelers collection,474
Reflections to reflections,Travelers collection,474
SHIPPO VASE,Travelers collection,474
BA Jewellery + MA Design & Future Making,Travelers collection,474
Evolving Harmony – intertwining Hope and Design,Travelers collection,474
Mahjouba Motor,Travelers collection,474
Reflections to reflections,Travelers collection,474
Dat is Maakbaar,Monuments,314
Scent and Memory,Monuments,314
"Fleur Peters, Iris Lucia, Emma Hoogstede",Monuments,314
BRUTALISTA,Monuments,314
BuitenOM,Monuments,314
Dat is Maakbaar,Monuments,314
Scent and Memory,Monuments,314
"Fleur Peters, Iris Lucia, Emma Hoogstede",Monuments,314
BRUTALISTA,Monuments,314
BuitenOM,Monuments,314
Kiwi - Ending painful sex,Brick: a medium to reveal (de)colonial history,71
Design Beyond Vision,Brick: a medium to reveal (de)colonial history,71
The smallest desk for the biggest challenges,Brick: a medium to reveal (de)colonial history,71
Weave,Brick: a medium to reveal (de)colonial history,71
In search for relatable futures,Brick: a medium to reveal (de)colonial history,71
Kiwi - Ending painful sex,Brick: a medium to reveal (de)colonial history,71
Design Beyond Vision,Brick: a medium to reveal (de)colonial history,71
The smallest desk for the biggest challenges,Brick: a medium to reveal (de)colonial history,71
Weave,Brick: a medium to reveal (de)colonial history,71
In search for relatable futures,Brick: a medium to reveal (de)colonial history,71
Women & Design - Market and talks,Prototype Party!,358
Remembering by Feeling,Prototype Party!,358
Mahjouba Motor,Prototype Party!,358
BA Jewellery + MA Design & Future Making,Prototype Party!,358
The Kitchen: space of connections,Prototype Party!,358
Women & Design - Market and talks,Prototype Party!,358
Remembering by Feeling,Prototype Party!,358
Mahjouba Motor,Prototype Party!,358
BA Jewellery + MA Design & Future Making,Prototype Party!,358
The Kitchen: space of connections,Prototype Party!,358
"3Phase House, a Project of Sustainable Re-Homing",brick walls and brick curtains and brick blankets,70
Dat is Maakbaar,brick walls and brick curtains and brick blankets,70
In the Works,brick walls and brick curtains and brick blankets,70
SHIPPO VASE,brick walls and brick curtains and brick blankets,70
Travelers collection,brick walls and brick curtains and brick blankets,70
"3Phase House, a Project of Sustainable Re-Homing",brick walls and brick curtains and brick blankets,70
Dat is Maakbaar,brick walls and brick curtains and brick blankets,70
In the Works,brick walls and brick curtains and brick blankets,70
SHIPPO VASE,brick walls and brick curtains and brick blankets,70
Travelers collection,brick walls and brick curtains and brick blankets,70
Shepherd curtains: 100% wool,Embassy of Water,171
Embassy of Circular & Biobased Building,Embassy of Water,171
Spore Arcade,Embassy of Water,171
Réexister,Embassy of Water,171
Living Coffin,Embassy of Water,171
Shepherd curtains: 100% wool,Embassy of Water,171
Embassy of Circular & Biobased Building,Embassy of Water,171
Spore Arcade,Embassy of Water,171
Réexister,Embassy of Water,171
Living Coffin,Embassy of Water,171
Design for Transition - What's on your Menu?,Dommel Vibes,139
Resting Reef: Restoring life through death,Dommel Vibes,139
Bouwen aan de Bibliotheek van de Toekomst,Dommel Vibes,139
What if Lab: Rethinking shared space,Dommel Vibes,139
Design Beyond Vision,Dommel Vibes,139
Design for Transition - What's on your Menu?,Dommel Vibes,139
Resting Reef: Restoring life through death,Dommel Vibes,139
Bouwen aan de Bibliotheek van de Toekomst,Dommel Vibes,139
What if Lab: Rethinking shared space,Dommel Vibes,139
Design Beyond Vision,Dommel Vibes,139
Spore Arcade,Energy Futures : Co-designing,
DommelPolitics,Energy Futures : Co-designing,
Living Coffin,Energy Futures : Co-designing,
Embassy of Circular & Biobased Building,Energy Futures : Co-designing,
Embassy of Water,Energy Futures : Co-designing,
Spore Arcade,Energy Futures : Co-designing,
DommelPolitics,Energy Futures : Co-designing,
Living Coffin,Energy Futures : Co-designing,
Embassy of Circular & Biobased Building,Energy Futures : Co-designing,
Embassy of Water,Energy Futures : Co-designing,
Spin Off / Sustainability of Traditions,Groepsexpo creatieve mbo-vakscholen,222
Six And A Half Feet Up And Down,Groepsexpo creatieve mbo-vakscholen,222
Koraal | een jubileumset,Groepsexpo creatieve mbo-vakscholen,222
BA Jewellery + MA Design & Future Making,Groepsexpo creatieve mbo-vakscholen,222
Exploring the field of IN_,Groepsexpo creatieve mbo-vakscholen,222
Spin Off / Sustainability of Traditions,Groepsexpo creatieve mbo-vakscholen,222
Six And A Half Feet Up And Down,Groepsexpo creatieve mbo-vakscholen,222
Koraal  | een jubileumset,Groepsexpo creatieve mbo-vakscholen,222
BA Jewellery + MA Design & Future Making,Groepsexpo creatieve mbo-vakscholen,222
Exploring the field of IN_,Groepsexpo creatieve mbo-vakscholen,222
Design Beyond Vision,Design for Transition - What's on your Menu?,125
Design approach for social transitions,Design for Transition - What's on your Menu?,125
Dommel Vibes,Design for Transition - What's on your Menu?,125
Beetle Convicted After Spruce Found Dead,Design for Transition - What's on your Menu?,125
Little Big Futures,Design for Transition - What's on your Menu?,125
Design Beyond Vision,Design for Transition - What's on your Menu?,125
Design approach for social transitions,Design for Transition - What's on your Menu?,125
Dommel Vibes,Design for Transition - What's on your Menu?,125
Beetle Convicted After Spruce Found Dead,Design for Transition - What's on your Menu?,125
Little Big Futures,Design for Transition - What's on your Menu?,125
Nomi,Women & Design - Market and talks,511
Root // Uproot,Women & Design - Market and talks,511
Nomi,Women & Design - Market and talks,511
Root // Uproot,Women & Design - Market and talks,511
PERPETUUM MOBILE by KIKI X JOOST,Eye Candy,183
BA Jewellery + MA Design & Future Making,Eye Candy,183
Artificial Nature,Eye Candy,183
Mahjouba Motor,Eye Candy,183
Women & Design - Market and talks,Eye Candy,183
